Facility Name,Facility Address,Nitrogen Oxides,PM10,PM2.5,Volatile Organic Compounds
ST FRANCIS PENROSE HOSP SYS,825 E PIKES PEAK AVE,7.896,0.1692,0.1692,0.20792
ST JOSEPH HOSP,1835 FRANKLIN ST,8.3196,0.3333,0.3247719,1.85885
ST JOSEPH HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST LUKES HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST MARY CORWIN REGIONAL MEDICAL CENTER10,1008 MINNEQUA AVE,36.0487,4.541,4.5207047,1.5518
ST MARY-CORWIN HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST MARY'S HOSPITAL & MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST MARYS HOSP,2635 N SEVENTH ST,6.069,0.155,0.155,0.15565
ST VINCENT GENERAL HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
ST VRAIN CREMATORY SVC,439 COFFMAN ST,0.03738,0.06216,0.05292,0.1071
ST. ANTHONY HOSPITAL - NORTH,2551 W 84TH AVE,17.55,1.75,1.75,1.676
ST. FRANCIS MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
STARK THERMO; INC.,846 N 6TH AVE,96,7.3,7.3,55
STARZ ENTERTAINMENT,8900 LIBERTY CIR,25.9,0.342652,0.327536,0.598006
STEAMBOAT SPRINGS ANIMAL SHELTER,760 CRITTER CT,0.208438,0.355984,0.303068,0.017565
Steamboat Springs/Bob A,Unknown,1.0107834,1.50167032,1.19842396,1.93895468
STERLING,Unknown,142.014,3.90902,3.79175,9.55089
STERLING ENERGY INVESTMENTS - YENTER GP,17598 COUNTY ROAD 21,376.52,1.2238,1.2238,56.23
STERLING ETHANOL,NE SEC 28 T8N R52W,69.83,23.254812,20.921638,34.8778
Sterling Muni,Unknown,0.27237788,0.38299919,0.31207761,0.505208
STERLING RGNL MED CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
Stevens Field,Unknown,0.67033357,1.19287755,0.94602409,1.64204804
SUMMIT CNTY ANIMAL CONTROL SHELTER,0058 NANCY'S PLACE,0.07,0.0764,0.065043,0.07
SUMMIT COUNTY GOVT. - SNAKE RIVER WWTP,4344 SWAN MOUNTAIN RD,0.432,0.0135,0.012904,0.01215
SUMMIT GAS - APACHE CANYON,9100 COUNTY ROAD 31.9,78.9456,0.1105,0.1105,40.91598
Summit Gas - APACHE CANYON 3,SEC 2 T34S R68W,86.28,1.715,1.715,19.383
SUMMIT GAS - APACHE CANYON 7 C.S.,SEC 16 T34S R67W,27.0753,0.04,0.04,0.154977
SUMMIT GAS - GOLDEN EAGLE 7,NW NW SEC 21 T33S R67W,33.26,0.77,0.77,11.08
Summit Gas - HILL RANCH 1,SW NE SEC 28 T34S R67W,94.1603,3.5505,3.5505,55.65808
Summit Gas - HILL RANCH 4,SEC 10 T35S R67W,82.44232,0.176,0.176,19.3474
SUMMIT GAS - HILL RANCH 3 C.S.,SEC 8 T35S R67W,60.6,0.156,0.156,14.4
SUMMIT GAS GATHERING - HILL RANCH 2,SEC 28 T34S R67W,77.6,2,2,25.88
SUMMIT MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SUMMIT PRESSED BRICK MFG PLT,E 13TH ST AT N ERIE AVE,2.68,14.24493,7.035174,1.4
SUNCOR ENERGY - DENVER REFINERY,5801 BRIGHTON BLVD,670.42494,240.60161,240.506849,315.17976
SUNGARD AVAILABILITY SERVICES; LP,500 E 84TH AVE STE E-5,5.707,0.037,0.037,0.058
SUNGARD VERICENTER; INC,3431 WINDSOR DR,26.70202,0.109034,0.109034,0.45964
SUNLITE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SUNSET MESA FUNERAL DIRECTORS,155 MERCHANT DR,0.025632,0.03852,0.032794,0.00216
SUPER VACUUM MFG CO INC,1531 E 11TH ST,0.726957,0.682716,0.56651,1.759628
SWEDISH MEDICAL CENTER,Unknown,0.0693188,0.07101,0.0620311,0.1489239
SWEDISH MEDICAL CTR,501 E HAMPDEN AVE,8.05,0.1725,0.1725,0.3099
SWEDISH S.W. MEDICAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
SWIFT BEEF COMPANY,800 N 8TH AVE,68.731,22.109931,20.075076,10.278317
TABLE MOUNTAIN ANIMAL - FOOTHILLS SHELTR,580 MC INTYRE ST,0.37024,0.8112,0.8112,0.0312
TABLE MOUNTAIN ANIMAL CTR,4105 YOUNGFIELD ST,0.0918,0.11097,0.094475,0.003
TALL TIMBER,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
TANNER FIELD,Unknown,0.00344988,0.0125629,0.00866837,0.00798641
TAYLOR FUNERAL SERVICE,682 1725 RD,0.08544,0.01776,0.01776,0.0072
TBI PRODUCTION HUDSON 1 (WAS KN ENERGY),SESE SEC 19 T9S R94W,16.7111,0.04,0.04,0.266668
TCG COLORADO - GENERATOR,2530 S PARKER RD,3.54016,0.103251,0.103251,0.10399
TEEPEE PARK,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
TEGRANT DIVERSIFIED BRANDS; INC.,1100 GARDEN OF THE GODS RD,8.417,0.2822,0.260681,75.115535
TEILHABER MFG CORP,2360 INDUSTRIAL LN,0.019,1.303,1.08172,20.2
Telluride Regional,Unknown,1.153650152,0.632041253,0.482646638,4.252048745
TELLURIDE STONE COMPANY,NW SE SEC 25 T43N R10W,1.402324,6.808125,2.069389,0.3102
TENNANT FUNERAL HOME,330 S 2ND ST,0.0075,0.00222,0.00189,0.0075
TENNANT FUNERAL HOME,402 S FRONT ST,0.4272,0.642,0.546568,0.036
TERCIO RANCH AIRSTRIP,Unknown,0.00278818,0.0101532,0.00700574,0.00645458
TERRA FIRMA,Unknown,0.00277648,0.0101106,0.00697634,0.0064275
TEXAS CREEK,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
TEXAS IND (TXI) OPERATIONS DBA WESTERN A,11728 HIGHWAY 93,117.65,14.07,4.284409,1.7
TEZAK,Unknown,0.00304135,0.0110752,0.00764188,0.00704068
TEZAK HEAVY EQUIP. - TABLE MNT QUARRY,"SEC 14, 22, 23 T17S R68W",22.20894,15.24982,5.668065,2.307
THARCO CONTAINERS; INC.,13400 EAST 39TH AVENUE,6.4,8.9864,2.7864,9.852
THE EARTHGRAINS COMPANIES; INC. -DENVER,7300 BRIGHTON BLVD,3.7644,0.227136,0.227136,49.98027
THE FARM,Unknown,0.00306442,0.0111592,0.00769986,0.0070941
THE FLYING Z,Unknown,0.00295522,0.0107616,0.00742548,0.0068413
THERMAL CERAMICS,515 S 9TH ST,18.27,11.875,11.83,56.57
THERMO COGEN PARTNERSHIP - JM SHAFER,6811 COUNTY ROAD 31,275.4814,26.62315,24.2991,18.33182
THERMO POWER & ELEC (SEE ALSO 123/0321),510 18TH ST,70,3.8,3.8,1.2
Three Forks - MOUNTAIN FUEL FED 1-12,NE SE S12 T11N R98W,0.3,0.1,0.1,0.1
TIMMINCO CORPORATION (WAS DOW CHEMICAL),3555 MOLINE ST 3595,0.598044,0.045445,0.045445,0.032879
TIN INC. DBA TEMPLE-INLAND,5000 OAK ST,3.45,3.815,3.535293,2.03
TINNES,Unknown,0.00430202,0.015666,0.0108095,0.00995912
TIPPERARY CORPORATION - HASSLER 15-25,SWSE SEC 25 T7N R45W,6.6,0.11615,0.11615,3.9
TOM BROWN; INC - NICHOLS 21-3,NW NE SEC 21 T10S R96W,3.4,0.01535,0.01535,0.1
TONGA,Unknown,0.00371442,0.0135262,0.00933309,0.00859884
TONY J BELTRAMO & SONS INC,1541 STOCKYARD RD,2.2113,6.97742,2.46261,3.15
TONY J. BELTRAMO & SONS - CESAR PIT,23000 SAINT CHARLES RD,4.63,2.10835,0.546274,0.38
TOWN & CNTY VETERINARY CLINIC PC,17295 US HIGHWAY 85,0.04806,0.014884,0.012672,0.78
TOWN OF HAXTUN,121 E BRYAN ST,7.2864,0.2277,0.2277,0.186483
TOWN OF JOHNSTOWN - WATER PLANT,23205 COUNTY ROAD 13,2.74176,0.1,0.1,0.1
TOWN OF OAK CREEK,SE SEC 31 T4N R85W,3.9666,0.124,0.118529,0.1015
TRAIL DUST STEAK HOUSE,7101 S CLINTON ST,0.279999,3.32,1.89114,4
TRAILBLAZER PIPELINE COMPANY,NW NE SEC 29 T12N R49W,30.11,1.2,1.2,8.35
TRANE U.S. INC,101 WILLIAM WHITE BLVD,9.7,1.287576,1.228416,42.206982
TRANQUILA,Unknown,0.00371118,0.0135144,0.00932493,0.00859131
TRANSCOLORADO GAS - CONN CREEK,NE NE SW SEC 5 T7S R97W,2.1,0.04,0.04,0.32
TRANSCOLORADO GAS - OLATHE C.S.,SEC 2 T49N R11W,12.37,0.32,0.32,0.51
TRANSCOLORADO GAS TR CO - WHITEWATER CS,SEC8 T2S R2E,12.37,0.36,0.36,5.73
TRANSCOLORADO GAS TRANS - DOLORES C.S.,SEC 9 T39N R14W  SE OF FR 532,17.49,0.58,0.58,17.58
TRANSCOLORADO GAS TRANS - GREASEWOOD,NE NW SEC 8 T2S R96W,2.8,0.07,0.07,0.19
TRANSCOLORADO GAS TRANS - MANCOS CS,SEC29 T36N R12W,5.97,0.15,0.15,1.5
TRANSCOLORADO GAS TRANS - REDVALE CS,SEC7&8 T45N R14W,17.23,0.68,0.68,9.42
TRANSIT MIX CONCRETE,444 EAST COSTILLA STREET,0.4042,0.462163,0.141351,1.276141
TRANSIT MIX CONCRETE CO,3747 N NEVADA AVE,0.13365,1.407736,0.416861,0.007083
TRANSIT MIX CONCRETE CO - EAST PLANT,3555 N MARKSHEFFEL RD,0.0615,1.483883,0.439736,0.003383
TRANSPORTATION TECHNOLOGY CENTER; INC. (,55500 DOT ROAD,0.60447,0.060447,0.0503983,0.03537
TRI STATE GENERATION BURLINGTON,ROAD 50 & 21889 ROAD Z,37.3,0.5,0.5,0.006
TRI STATE GENERATION CRAIG,2101 S RANNEY,13478.8,272.9881,158.842837,63
TRI-STATE GENERATION & TRANS - F.KNUTSON,NENE SEC 29 T1S R65W,9.78,2.45,1.75,0.02
TRI-STATE GENERATION & TRANS - LIMON,48303 STATE ROAD 71,21.9,4.3,4.3,0.2
TRI-STATE GENERATION & TRANS./CO GREENHO,56 COUNTY ROAD 352,8.380835,1.04688,1.043476,0.926902
TRI-STATE GENERATION AND TRANSMISSION AS,30739 DD 31 RD,1255.7,94.19,41.437198,9.12
TRINCHERA RANCH AIRSTRIP,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
TRINIDAD MUNI P&L,1925 E MAIN ST,1.257642,0.038447,0.038447,0.049171
TRUE OIL - BREEZE UNIT 34-8,SWSE SEC 8 T6N R89W,6.53,0.01,0.01,5.3405
TRUE OIL LLC - BTA FEDERAL 12-33,SW NW SEC 33 T12N R91W,15.63334,0.02,0.02,0.74
TRUMBULL ASPHALT PLANT,5201 BANNOCK ST,12.96,8.58,7.081503,29.448
TURNBERRY RANCH,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
TWENTYMILE COAL CO.- FOIDEL CREEK,29515 ROUTT COUNTY RD 27,3.94432,258.988814,57.4451442,0.140869
U. S. POSTAL SERVICE - DENVER BULK MAIL,7755 E 56TH AVE,0.298,0.097018,0.09484408,0.067303
U.S. AIR FORCE - BUCKLEY AIR FORCE BASE,BUCKLEY AIR FORCE BASE,79.96061,1.56201,1.538616,20.83334
U.S. AIR FORCE ACADEMY,8120 EDGERTON DR STE 40,87.310505,4.843243,4.835426,24.398249
U.S. ARMY - RED TOP RANCH,"CEDER RIDGE, RED TOP RANCH",0.113026,0.004,0.004,0.02532
U.S. ARMY HQ FT CARSON - PINON CANYON,PINON CANYON MANEUVER SITE,0.361,0.014,0.013383,1.42019
U.S. CORP OF ENGINEERS - TSA/ONRA,121 S TEJON ST STE 1200,5.63674,0.032209,0.030788,0.724724
U.S. DEPT OF ENERGY - NREL,15301 DENVER WEST PKWY,2.994252,0.747204,0.637166,0.043112
U.S. NATL INSTITUTE OF STDS & TECHNOLOGY,325 BROADWAY ST,10.74325,1.729722,1.729722,1.252466
U.S. VETERANS AFFAIRS MEDICAL CENTER,1055 CLERMONT ST,6.52375,0.205543,0.205103,0.351109
U.S. VETERANS AFFAIRS MEDICAL CENTER,2121 NORTH AVE,3.300008,0.200015,0.200013,0.300008
UCH-MHS - CENTRAL,1400 E BOULDER ST,7.14213,1.085675,1.085675,0.87164
UNION PACIFIC RAILROAD CO. -BURNHAM SHOP,800 SEMINOLE RD,7.334,0.15732,0.157275115,0.28801
UNION PACIFIC RAILROAD CO.- PECOS ST YAR,5929 PECOS ST,1.11,0.08436,0.08436,0.06105
UNION PACIFIC RAILROAD- MOFFAT TUNNEL,MOFFAT TUNNEL EAST PORTAL,2.484807,0.01,0.01,0.089408
UNITED AIRLINES - DIA,8900 PENA BLVD,46.0975,2.48213,2.48213,17.872463
UNITED POWER; INC. - BRIGHTON RO PLANT,4350 E BROMLEY LN,39.63,0.38,0.38,0.74
UNITED STATES MINT,320 W COLFAX AVE,3.48,0.119895,0.118677,25.048
UNIV CORP FOR ATMOSPHERIC RESEARCH,1850 TABLE MESA DR,4.844,0.21452,0.21452,0.098264
UNIV OF COLO - BOULDER BUFFALO POWER,18TH ST AT COLORADO AVE,132.741,2.944,2.944,1.703
UNIV OF COLO - BOULDER WILLIAMS VILLAGE,500 30TH ST,2.63,0.2,0.2,0.14
UNIV OF COLO - HEALTH SCIENCES CENTER,13350 East 19th Avenue,86.5,6.955,6.872712,4.726
UNIV OF COLO - HEALTH SCIENCES CENTER,4200 E 9TH AVE,0.01,0.00054,0.000450231,0.0001
UNIV OF NORTHERN COLORADO,411 20TH ST,21.4493,2.394,2.394,2.490446
UNIVERSITY OF DENVER,2400 S RACE ST,15.82549,1.203412,1.203412,0.869829
UOP; LLC,8101 MIDWAY DR,0.809,0.05277,0.031152,5.5787
UPPER EAGLE RIVER WATER - AVON DRINKING,870 W BEAVER CREEK BLVD,2.91446,0.087434,0.083577,0.05829
US DEPT OF ENERGY - NREL - NWTC SITE,18200 STATE HWY 128,0.04,0.001,0.000956,0.740289
USAF ACADEMY AFLD,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
USAF ACADEMY BULLSEYE AUX AIRSTRIP,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
VAIL ASSOCIATES - BEAVER CREEK,BEAVER CREEK MOUNTAIN,2.121,0.115,0.115,0.419
VAIL ASSOCIATES - VAIL MOUNTAIN,862 S FRONTAGE RD W,0.97071,0.023837,0.020837,0.043582
VAIL JUNCTION,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
VAIL SUMMIT RESORTS; INC. DBA KEYSTONE,1044 KEYSTONE ROAD,19.83184,0.619742,0.592401,0.723
VAL AIR,Unknown,0.0058643,0.0213551,0.014735,0.0135758
VALERO DIAMOND METRO; INC.  4079,2210 S COLORADO BLVD,1.4,0.0037,0.0037,14.684412
VALLERY,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
VALLEY BLOCK LOVELAND FACILITY,6766 E STATE HIGHWAY 402,0.6,0.470198,0.150999,0.0318
VALLEY VIEW HOSPITAL,1906 BLAKE AVE,14.98,1.146,1.011,1.15
VALLEY VIEW HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
VAN SLYKE FIELD,Unknown,0.0034359,0.012512,0.00863325,0.00795406
VAN TREESE,Unknown,0.00300462,0.0109415,0.00754961,0.00695566
Vance Brand,Unknown,2.145101,3.69976832,2.84868213,4.70676775
VANTAGE VIEW,Unknown,0.0034944,0.012725,0.00878024,0.00808948
VERIZON WIRELESS,4323 ARROWSWEST DR,10.61928,0.74648,0.730014,0.78886
VERIZON WIRELESS - 1611 MILE HIGH STAD.,1611 MILE HIGH STADIUM CIR,0.125,0.0087,0.0087,0.0099
VERIZON WIRELESS - LAREDO,16091 E LOCKHEED DR,2,0.02,0.02,0.04
VESTAS BLADES AMERICA- BRIGHTON BLADE FA,1500 B EAST CROWN PRINCE BLVD,6.6496,0.287851,0.287851,0.886034
VESTAS TOWERS A/S,100 TOWERS ROAD,3.64326,18.812872,10.609415,151.608622
VIBRANT PET ANIMAL HOSPITAL; LLC,25628 ROAD L,0.083482,0.77854,0.662811,0.002345
VIEGUT FUNERAL HOME,1616 N LINCOLN AVE,0.77964,2.06736,1.76005,0.0657
VILLA SAN JOSE APT BLDG,1810 S CORONA AVE,0.05,0.0015,0.0015,0.00265
VISA U.S.A.; INC.,8906 8910 9000 RIDGELINE BLVD,27.97,0.540001,0.540001,0.590001
VISTA OPERATING; INC. - HARPER,NE SEC 36 T2N R48W,6.95,0.0725,0.0725,7.59007
VTOL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
W FORGE HOLDINGS; INC,4607 FORGE RD,6.2503,12.901346,8.9143467,10.202427
WALDEN-JACKSON COUNTY,Unknown,0.0345418,0.059994,0.0461227,0.0757758
Walker Field,Unknown,36.95970668,5.259858148,4.643811941,14.36717768
WALSENBURG SAND & GRAVEL CO,314 STATE HIGHWAY 10,0.54,0.1215,0.028477,0.0396
WANCO INC. - TENNYSON ST.,5870 TENNYSON ST,0.087,0.017,0.017,0.017
WARREN BOHLENDER FUNERAL CHAPEL,121 W OLIVE ST,0.018,0.000355,0.000302,0.018
WASTE CONNECTIONS - SOUTHSIDE LANDFILL,5715 HWY 78 WEST,11.6158,17.78394,10.27639,17.289719
WASTE MANAGEMENT OF COLORADO-DEN/ARAP DI,3500 S GUN CLUB RD,83.196,480.779,451.407938,59.83
WASTE MGMT OF CO INC,4200 E COUNTY LINE RD,4.51,0.84,0.478481,10.4
WBI ENERGY - BEECHER ISLAND C.S.,NW NW SEC 5 T2S R43W,16.2,1.5,1.5,19.94
WBI ENERGY - BUCKBOARD C.S.,SE SE SEC 7 T3N R46W,36.12,1.05465,1.05465,20.03202
WBI ENERGY - KORF C.S.,SW SW S17 T4N R46W,33.15,0.672485,0.672485,8.82187
WBI ENERGY - MILDRED C.S.,SE SE SEC 26 T1S R46W,14.372,0.0987,0.0987,3.88493
WBI ENERGY - NORTH WAVERLY C.S.,SW NW SEC 35 T5N R46W,24.12,0.299,0.299,14.85
WBI ENERGY - REPUBLICAN C.S.,NE SEC 27 T1N R45W,18.7,0.47,0.47,8.3
WBI ENERGY - SCHRAMM C.S.,SE SEC 5 T1N R46W,11.21514,0.451499,0.451499,9.715192
WBI ENERGY - SOUTH BEECHER C.S.,SEC 28 T2S R43W,29.7261,0.67175,0.67175,17.83044
WBI ENERGY - VERNON C.S.,NW SEC 32 T1S R44W,8.52205,0.017935,0.01512,8.439315
WBI ENERGY - WHISPER C.S.,NE NE SEC 16 T3N R47W,4.92365,0.049885,0.049885,1.324482
WBI ENERGY - YODEL C.S.,SE SEC 11 T1S R46W,6.1,0.005125,0.005125,13.2693
WBI ENERGY - YUMEX C.S.,SWSW SEC 24 T4N R46W,35.0252,0.66337,0.66337,18.18492
WEST AREA PWR ADMIN OPS CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
WEST DIVIDE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
WEST PLAINS CO,8714 STATE HIGHWAY 60,1.044,4.627806,1.212524,0.01224
WEST PUEBLO,Unknown,0.00295522,0.0107616,0.00742548,0.0068413
WEST TEXAS - PICEANCE CREEK GP,SEC 5 & 8 T2S R96W,61.67,1.036496,1.032192,52.393
WESTBERG-ROSLING FARMS,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
WESTERN DISPOSAL,2655 63RD ST,4.9,2.35,2.35,0.4
WESTERN FOUNDRIES,100 MARTIN ST,0.4984,0.94899,0.67417,0.00989
WESTERN OPERATING CO,SW NW SEC 3 T19S R45W,1.62,0.00645,0.00645,0.1
WESTERN OPERATING CO - WIGGINS GAS PLANT,SW SEC 3 T3N R59W,63.09766,0.853063,0.853063,25.674938
WESTERN SUGAR CO,18317 HIGHWAY 144,261.52,69.429,51.429169,1.57
WESTMINSTER - DRINKING WATER TREATMENT,6575 W. 88TH AVE.,11.27,0.08,0.04557,0.32
WESTWINDS,Unknown,0.0554875,0.090217,0.0702853,0.1213333
WEXPRO CO - BW MUSSER 28,SWNE SEC 6 T11N R97W,5.32638,0.02,0.02,30.365806
WEXPRO CO HIAWATHA OIL FIELD,C N SEC 23 T12N R100W,53.25,0.221775,0.221775,12.16
WEXPRO CO LOWER HORSE DRAW 7 1 WELLSITE,SE NW SEC 7 T2S R103W,6.367,0.03,0.03,0.255
WGR ASSET HOLDING CO - WATTENBERG PLANT,NE SE  SEC 32 T3S R65W,759.980727,4.256796,4.256171,174.912873
WHITEWATER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
WHITING OIL - TERRACE GAS PLANT,NW NE SEC 18 T10N R58W,17.8187,0.0964,0.0964,9.3
WHITING OIL & GAS -JIMMY GULCH STATION,SE NW S3 T3S R98W,23.28,0.515,0.515,19.24518
WHITING OIL & GAS CORP-BOIES RANCH,NW NW S30 T2S R97W,32.04,1.465,1.465,37.4751
WHITING OIL AND GAS - CEDAR VALLEY CS,NW/4 SEC 22 T10N R57W,5.27,0.015,0.015,0.07
WHOMBLE,Unknown,0.00278168,0.0101296,0.00698941,0.00643953
WIDNER,Unknown,0.00345638,0.0125865,0.0086847,0.00800145
WILLIAM LEON SCHAWO,Unknown,0.00306442,0.0111592,0.00769986,0.0070941
WILLIAMS FIELD - WILLOW CREEK GAS PLANT,NE NE SEC 35 T2S R97W,199.84,37.61,37.61,109.89
WILLIAMS FIELD SERV- JOHNSON AC 1 FACIL,NE NE SEC 13 T39N R18W,21.2,0.4127,0.4127,30.9
WILLIAMS FIELD SERVICES- KOSKIE-BRUMLEY,SW SW SEC 27 T38N R16W,19.41,0.4425,0.4425,21.95
WILLIAMS RANCH,Unknown,0.00718283,0.0261565,0.01804805,0.01662813
WILLIAMS RMT CO - DOE COMPRESSOR STATION,SE NE SEC 34 T6S R95W,33.1,0.0945,0.0945,12.9
WILSON RANCH,Unknown,0.00277842,0.0101177,0.00698124,0.00643201
WINDSOR INDUSTRIES,1351 W STANFORD AVE,0.245,0.000003,0.000001,0.048
WINE GLASS INTL,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
WINGS N THINGS AIRPARK & MUSEUM,Unknown,0.00978348,0.0356269,0.0245826,0.0226486
WINNER FOUNDRIES & MFG CO,5655 MARSHALL ST,0.0812,0.6931,0.617926,0.1615
WINSTON HILLS RIBS & STUFF,5090 E ARAPAHOE RD,0.014625,0.194625,0.110862,0.14625
WIRTH FIELD,Unknown,0.0028028,0.0102065,0.00704249,0.00648844
WKR,Unknown,0.00333548,0.0121463,0.00838092,0.00772157
WOLFES BARBECUE,333 E COLFAX AVE,0.002,0.1205,0.06864,0.0095
WPX ENERGY - RULISON WATER MANAGEMENT,NWSW SEC 20 T6S R94W,4.695,0.26638,0.26638,320.154475
WPX ENERGY LLC - PARACHUTE WMF,SEC 36 T6S R96W,2.19,0.16644,0.16644,698.871541
WPX ENERGY RKY MTN; LLC - TRAIL RIDGE CS,NE NE SEC 5 T6S R97W,31.6997,0.0725,0.0725,8.00362
Wray Muni,Unknown,0.501026,0.863955,0.665141,1.098725
WRIGHT & MCGILL CO,4245 E 46TH AVE,0.894398,0.067972,0.067972,6.736764
WYOMING INTERSTATE - SNAKE RIVER C.S.,SEC 20 29 T12N R94W,64.96954,4.48933,4.48933,7.58228
XO COMMUNICATIONS; INC.,"313 INVERNESS S. Way, Unit 100",12.07,0.35,0.334559,0.32
XTO ENERGY; INC. - AC 06-10,SEC 6 T34S R67W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 06-12,SEC 6 T34S R67W,13.7904,0.0312,0.0312,0.175344
XTO ENERGY; INC. - AC 06-14,SEC 6 T34S R67W,14.01108,0.0312,0.0312,0.187664
XTO ENERGY; INC. - AC 06-16,SEC 6 T34S R67W,13.7904,0.0624,0.0624,0.184704
XTO ENERGY; INC. - AC 07-01,SEC 7 T34S R67W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 07-04V,SEC 7 T34S R67W,5.33715,0.02415,0.02415,0.071484
XTO ENERGY; INC. - AC 07-05,SEC 7 T34S R67W,10.33565,0.0105,0.0105,0.451154
XTO ENERGY; INC. - AC 07-06,SEC 7 T34S R67W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 11-04,SEC 11 T34S R68W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 11-06/AC 11-06V,SEC 11 T34S R68W,24.12605,0.1041,0.1041,0.635546
XTO ENERGY; INC. - AC 11-07,SEC 11 T34S R68W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 11-10V,SEC 11 T34S R68W,10.33565,0.0417,0.0417,0.451154
XTO ENERGY; INC. - AC 11-12V,SEC 11 T34S R68W,12.23235,0.05535,0.05535,0.163836
XTO ENERGY; INC. - AC 11-13,SEC 11 T34S R68W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 12-12V,SEC 12 T34S R68W,3.44045,0.0105,0.0105,0.358802
XTO ENERGY; INC. - AC 12-14V,SEC 12 T34S R68W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 12-16,SEC 12 T34S R68W,5.33715,0.02415,0.02415,0.071484
XTO ENERGY; INC. - AC 13-01,SEC 13 T34S R68W,10.33565,0.0417,0.0417,0.451154
XTO ENERGY; INC. - AC 13-03,SEC 13 T34S R68W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 13-06,SEC 13 T34S R68W,10.33565,0.0417,0.0417,0.451154
XTO ENERGY; INC. - AC 13-07,SEC 13 T34S R68W,10.33565,0.0417,0.0417,0.451154
XTO ENERGY; INC. - AC 14-07,SEC 14 T34S R68W,10.33565,0.0417,0.0417,0.451154
XTO ENERGY; INC. - AC 14-10,SEC 14 T34S R68W,12.23235,0.05535,0.05535,0.163836
XTO ENERGY; INC. - AC 14-15,SEC 14 T34S R68W,12.23235,0.05535,0.05535,0.163836
XTO ENERGY; INC. - AC 14-16V,SEC 14 T34S R68W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - AC 17-04V,SEC 17 T34S R67W,13.7904,0.0624,0.0624,0.184704
XTO ENERGY; INC. - AC 17-07V,SEC 17 T34S R67W,6.8952,0.0312,0.0312,0.092352
XTO ENERGY; INC. - APACHE CANYON 2,SEC 16 T34S R67W,20.914,0.004,0.004,9.514
XTO ENERGY; INC. - HUBER LOBATO 1-26,SEC 26 T35N R8W,28.05947,0.17,0.17,0.398799
XTO ENERGY; INC. - PICEANCE CREEK,SE NW SEC 8 T2S R96W 6th PM,89.96,7.115454,6.790347,91.71119
XTO ENERGY; INC. - PICEANCE CREEK AMINE,SW SW SEC 5 T2S R96W 6th PM,9.47,0.62978,0.62978,14.157017
XTO ENERGY; INC. - SHULTS GRAVEL PIT,SW SW SEC 31 T1N R95W,6.19,9.31,3.014099,0.65
Yampa Valley,Unknown,15.90142678,1.034903922,0.91355225,3.161155186
YANKEE FIELD,Unknown,0.00571968,0.0208284,0.0143716,0.013241
YANKEE PORT,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
YOCAM RANCH,Unknown,0.00306442,0.0111592,0.00769986,0.0070941
YODER AIRSTRIP,Unknown,0.0035009,0.0127487,0.00879658,0.00810453
YOUNG GAS STORAGE CO LTD,NE SEC 14 T4N R58W,41.22,0.9,0.9,68.1
YOUNG'S STRIP,Unknown,0.00365268,0.0133014,0.00917794,0.00845589
YOUTSEY,Unknown,0.00295522,0.0107616,0.00742548,0.0068413
